Date,3105.TWO,3037.TW,6515.TW,00981A.TW,2383.TW,3081.TWO,6274.TWO,2454.TW
2025-06-25,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000000,0.00000000,-0.00000000,0.00000000
2025-06-26,-0.00000000,0.00000000,-0.00000000,-0.00000000,-0.00000000,0.00000000,0.00000000,-0.00000000
2025-06-27,0.00000000,-0.00000000,0.00000000,-0.00000000,0.00000000,0.00000000,-0.00000000,-0.00000000
2025-06-30,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000000,0.00000000,-0.00000000
2025-07-01,-0.00000000,-0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2025-07-02,-0.00000000,0.00000000,-0.00000000,0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000
2025-07-03,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000000,0.00000000,-0.00000000
2025-07-04,-0.00000000,0.00000000,0.00000000,-0.00000000,-0.00000000,-0.00000000,0.00000000,0.00000000
2025-07-07,-0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,0.00000000,-0.00000000,-0.00000000
2025-07-08,-0.00000000,0.00000000,-0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000000
2025-07-09,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2025-07-10,-0.00000000,0.00000000,-0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2025-07-11,0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,0.00000000
2025-07-14,-0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,0.00000000,-0.00000000
2025-07-15,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2025-07-16,0.00000000,0.00000000,-0.00000000,0.00000000,0.00000000,0.00000000,-0.00000000,0.00000000
2025-07-17,0.00000000,-0.00000000,-0.00000000,0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000
2025-07-18,-0.00000000,-0.00000000,0.00000000,0.00000000,0.00000000,-0.00000000,0.00000000,0.00000000
2025-07-21,-0.00000000,0.00000000,-0.00000000,-0.00000000,-0.00000000,0.00000000,-0.00000000,0.00000000
2025-07-22,-0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,0.00000000
2025-07-23,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000000,0.00000000,-0.00000000,0.00000000
2025-07-24,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2025-07-25,0.00000000,-0.00000000,0.00000000,-0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2025-07-28,0.00000000,0.00000000,-0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000000
2025-07-29,-0.00000000,0.00000000,0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000
2025-07-30,-0.00000000,0.00000000,-0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000,0.00000000
2025-07-31,-0.00000000,-0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000000
2025-08-01,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2025-08-04,-0.00000000,-0.00000000,-0.00000000,-0.00000000,0.00000000,-0.00000000,-0.00000000,-0.00000000
2025-08-05,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000000,0.00000000
2025-08-06,-0.00000000,-0.00000000,0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000
2025-08-07,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2025-08-08,-0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000000,0.00000000,-0.00000000
2025-08-11,-0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2025-08-12,-0.00000000,-0.00000000,-0.00000000,0.00000000,0.00000000,0.00000000,-0.00000000,0.00000000
2025-08-13,0.00000000,-0.00000000,0.00000000,0.00000000,0.00000000,-0.00000000,0.00000000,0.00000000
2025-08-14,0.00000000,0.00000000,0.00000000,-0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2025-08-15,-0.00000000,-0.00000000,-0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000000
2025-08-18,0.03820307,0.01599016,-0.00483871,0.00000000,0.01660156,0.04977876,0.09936909,0.00924574
2025-08-19,-0.01642634,-0.01866197,-0.00677507,-0.00000000,-0.04885057,-0.00394031,-0.03012912,-0.00898345
2025-08-20,-0.01652455,-0.02176259,-0.00235131,-0.02002556,-0.04010840,-0.02866532,-0.05256410,-0.01426859
2025-08-21,0.00400590,0.00000000,0.00000000,0.00589473,0.04711957,0.00184935,0.01104331,0.00285978
2025-08-22,-0.00502731,0.00074906,-0.00000000,-0.00122243,-0.02105263,-0.05252960,-0.00361197,0.00000000
2025-08-25,0.00145349,0.00200617,0.00000000,0.00426549,0.01322614,0.02860983,-0.01210998,0.00000000
2025-08-26,-0.00181239,0.00714286,0.00000000,0.00367947,0.00000000,0.00429515,-0.00787188,-0.00319149
2025-08-27,0.00545455,0.06220657,0.00000000,0.01185924,0.01280000,0.00358306,0.02980132,0.00000000
2025-08-28,-0.00060030,-0.01315789,0.00000000,-0.00138265,-0.01406250,-0.00643777,0.03993474,-0.00232143
2025-08-29,-0.01008493,-0.03422222,0.06666667,0.01018726,-0.01280000,0.01052632,0.04660010,-0.00306859
2025-09-01,-0.00226537,-0.03921569,0.09327273,-0.02943341,-0.02308743,-0.01604167,-0.06236413,-0.00158151
2025-09-02,-0.00071507,-0.01040892,0.01296909,-0.00784316,-0.00259740,0.00435730,-0.02942326,0.00000000
2025-09-03,0.00029297,0.00042939,0.01799674,0.00175355,0.00440217,0.01103412,-0.00704001,0.00268076
2025-09-04,-0.00000000,0.00000000,0.01357827,0.00000000,-0.00000000,-0.00301164,-0.01487259,-0.00406213
2025-09-05,0.00000000,0.00000000,0.04874214,0.00408974,0.01718984,0.00607315,0.00691057,0.01383875
2025-09-08,0.00000000,-0.00000000,-0.00716332,0.00338601,-0.00600858,0.00746775,-0.00672468,-0.00296167
2025-09-09,-0.00027263,0.00000000,0.01007752,0.00298952,0.00815138,-0.04843646,0.00000000,0.03543124
2025-09-10,-0.00038377,0.00000000,-0.00492424,0.01038577,0.01755102,0.00348837,0.00523810,-0.01192053
2025-09-11,-0.00000000,0.00329800,-0.01369732,-0.00081945,0.03718459,0.00423669,-0.00830777,-0.00469799
2025-09-12,0.00000000,0.00795322,-0.01849654,-0.00434473,0.01408805,-0.01860505,-0.00440793,0.00152027
2025-09-15,-0.00005549,-0.00749712,-0.00062500,-0.00655497,-0.01747212,-0.01439232,-0.00000000,0.00000000
2025-09-16,0.00177778,0.01525822,0.01504702,0.00295201,-0.01368821,0.01975851,-0.00000000,0.00953984
2025-09-17,-0.00461372,-0.02812500,-0.00252672,-0.00170939,0.01128405,0.01182965,-0.00000000,-0.01465798
2025-09-18,0.01889849,0.00338983,0.03655914,0.00498282,0.00836502,-0.01949557,0.00000000,0.00000000
2025-09-19,-0.00081511,0.03030303,-0.01360000,-0.00449410,-0.01460674,0.00251046,-0.00000000,-0.02086093
2025-09-22,0.00815972,0.00560847,0.08220416,0.00181687,0.00297158,0.00170139,0.00000000,-0.01336806
2025-09-23,-0.00278350,0.00194532,-0.00210396,0.00057928,0.01096154,-0.00329175,0.00000000,-0.01174377
2025-09-24,-0.00560168,-0.00922432,0.00583127,-0.00491684,-0.02044610,-0.00378151,0.00070533,-0.01036364
2025-09-25,0.01087186,0.00000000,-0.00295567,-0.00213956,-0.01029601,0.00000000,-0.01064163,0.00357143
2025-09-26,-0.02974361,-0.01698514,0.03646865,-0.00904060,-0.00398406,-0.00000000,-0.00000000,-0.00433705
2025-09-30,0.00425302,0.00461409,0.06524149,0.00839647,0.00000000,0.00000000,0.00000000,0.00000000
2025-10-01,-0.00000000,0.00269527,0.00220751,0.00000000,0.00000000,0.00000000,0.00095390,-0.00152091
2025-10-02,0.00000000,-0.00344086,0.00000000,0.00297006,0.00000000,0.00000000,0.00947867,-0.00000000
2025-10-03,0.00000000,0.00228758,-0.00925110,0.01055553,0.00257400,0.00032258,0.01255708,0.00000000
2025-10-07,0.00000000,0.00341880,-0.02953020,-0.00049889,-0.01430396,0.00349003,-0.00458829,0.00000000
2025-10-08,0.00730932,0.00421941,0.01984314,-0.00032098,-0.01457490,0.00387275,0.00247376,0.00000000
2025-10-09,0.01599327,0.00208333,0.03780581,0.00343802,0.00781032,-0.04233129,0.01395522,0.00000000
2025-10-13,-0.03448273,-0.03881988,-0.00853304,-0.00801599,-0.00141700,-0.04345238,-0.01135371,-0.00000000
2025-10-14,-0.02038369,-0.02280130,0.00132159,-0.00840498,-0.00125000,-0.02144536,-0.02740409,-0.00000000
2025-10-15,0.00831554,0.01212900,0.05604396,0.00944930,-0.00000000,0.00000000,0.01460689,0.00000000
2025-10-16,0.00062371,0.02649842,-0.00848608,0.00601983,0.00000000,0.00000000,-0.00045872,0.00000000
2025-10-17,-0.00635578,-0.02870091,-0.00178326,-0.00686959,-0.00000000,-0.00000000,-0.00431343,0.00000000
2025-10-20,0.00031612,-0.00155763,-0.00447658,0.00622932,0.00000000,0.00000000,0.00401042,0.00000000
2025-10-21,0.00235602,0.00000000,0.00995129,0.00490539,0.00000000,-0.00571429,-0.00636959,0.00000000
2025-10-22,0.00000000,-0.00208333,0.00306122,-0.00285648,-0.00000000,-0.00000000,-0.00107527,-0.00000000
2025-10-23,-0.01013332,-0.00220126,-0.00405680,-0.00071811,-0.00000000,-0.00000000,0.00054264,-0.00000000
2025-10-27,0.00682588,0.00560897,0.00531697,0.00876826,0.00000000,0.00000000,0.00830777,0.00000000
2025-10-28,-0.00665025,-0.00417941,-0.01939394,0.01031908,0.01030043,0.00000000,0.00664697,-0.00000000
2025-10-29,0.00283333,0.01076923,0.02616562,0.00787558,-0.00132802,0.01812005,0.02586123,-0.00000000
2025-10-30,-0.02270625,-0.02048193,-0.02908745,0.00636424,0.00433333,-0.05649013,0.01998597,0.00000000
2025-10-31,0.04545840,0.00601563,0.02746063,0.01344120,0.00611111,-0.00353710,0.04661885,0.00000000
2025-11-03,0.05209302,0.04587156,-0.04816223,0.00905916,0.02634804,-0.00205640,0.00557717,-0.00000000
2025-11-04,0.03319209,-0.04388422,-0.00505464,-0.01017003,0.03404255,-0.00000000,0.01310596,0.00038462
2025-11-05,0.02479675,-0.02595256,-0.00125689,-0.00997770,-0.01785714,-0.00000000,0.00468354,0.00047529
2025-11-06,-0.01782946,0.00411586,0.01466529,0.01237112,0.00451389,0.00000000,0.00096558,-0.00100251
2025-11-07,-0.03964947,-0.00221551,-0.02440000,-0.01371527,-0.02896552,0.00000000,-0.03338574,-0.00000000
2025-11-10,0.00000000,0.00030960,-0.00434174,0.01063830,-0.00304136,-0.00000000,0.00368421,-0.00000000
2025-11-11,0.00612033,0.00293820,-0.01477754,-0.00144951,-0.00024510,-0.00000000,-0.00296224,-0.00000000
2025-11-12,0.00396175,0.00100099,-0.00260771,-0.00200931,0.00315657,0.00000000,0.02214128,0.00000000
2025-11-13,0.02510163,0.01039802,-0.00009513,0.00000000,0.00762082,0.00000000,-0.01272523,0.00000000
2025-11-14,-0.05746461,-0.02803491,0.00099161,-0.00590388,0.00115152,0.00000000,-0.00481528,-0.00000000
2025-11-17,0.00864583,-0.00962099,0.00089218,0.00624998,0.02684179,0.00000000,0.01041929,0.00000000
2025-11-18,-0.00735095,0.00261194,-0.00000000,-0.01551650,-0.04310345,-0.00829537,-0.04018834,-0.00000000
2025-11-19,-0.00146444,-0.03562500,-0.00096451,-0.00097305,-0.00129630,-0.00000000,0.00100129,-0.00000000
2025-11-20,0.00000000,0.01256490,0.00000000,0.00137778,0.00501253,0.00000000,0.00120275,0.00000000
2025-11-21,-0.00290084,-0.02207240,-0.00475177,-0.02339148,-0.03741259,-0.00000000,-0.03460036,-0.00000000
2025-11-24,0.00000000,0.00104167,0.02916667,0.00000000,0.00108142,0.00000000,0.00144374,0.00000000
2025-11-25,0.01024590,0.00000000,0.00734007,0.00000000,0.00000000,0.01268790,0.00023644,0.00000000
2025-11-26,-0.01430348,0.00733902,0.01292247,0.00121471,0.00620690,0.02833333,0.01443914,0.00000000
2025-11-27,-0.00988593,0.03968254,0.02646503,0.00785255,0.01247166,0.00817551,0.00310078,0.01025641
2025-11-28,0.05333333,-0.00254011,0.01939394,0.01316613,0.00769231,-0.00370717,0.01111111,0.01162935
2025-12-01,-0.01398601,0.02533512,-0.08409894,-0.01617373,-0.01803279,0.00265152,-0.02840909,0.02031063
2025-12-02,0.06619385,-0.00507614,0.00124183,-0.00493285,-0.00632768,0.00308176,-0.00277108,-0.01522491
2025-12-03,-0.03090508,0.00199830,0.00488281,0.00200677,-0.00231481,0.00595238,0.00139563,-0.00547703
2025-12-04,-0.00981735,0.00610687,-0.00125725,-0.00312696,-0.00099068,0.00000000,-0.00130996,0.00184524
2025-12-05,0.01296296,0.04987406,-0.00103761,0.00578879,0.00573099,0.01226937,0.00474453,0.00474496
2025-12-08,0.01830508,0.02558140,-0.00156250,0.00219025,-0.00334448,0.00000000,0.00075397,0.00350877
2025-12-09,0.06578947,0.02120181,0.00615079,-0.00043533,0.00336700,0.01000592,0.00364212,-0.00324074
2025-12-10,0.03592814,0.00619469,0.00249221,0.00588419,0.02222222,0.01996528,0.00631373,0.00469484
2025-12-11,0.00289017,-0.00659341,-0.00235878,0.00000000,-0.00265625,-0.02838063,-0.00254630,-0.02300228
2025-12-12,0.04245917,0.00000000,0.01350844,0.00459279,0.00491118,0.02218289,0.02217054,0.00250896
2025-12-15,0.00549451,-0.00674074,-0.00473214,-0.00724288,0.00000000,0.00408497,-0.01015801,0.00195730
2025-12-16,-0.07199454,-0.01241535,-0.00296230,-0.01366623,-0.03084112,-0.00891410,-0.02561444,0.00000000
2025-12-17,0.00445274,-0.00229751,-0.03820698,-0.00459198,0.00000000,-0.00415292,0.00990741,0.00151115
2025-12-18,0.00000000,-0.00569969,-0.00145914,-0.00123732,0.00103122,-0.01398117,-0.00111715,-0.00149123
2025-12-19,0.00720821,0.00402576,0.00010579,0.00130839,0.00402778,-0.00458193,0.00073232,-0.00167254
2025-12-22,0.06513410,0.00810078,-0.00088889,0.00650407,0.00698925,0.02136752,0.01791569,-0.00212766
2025-12-23,-0.01112565,-0.00831444,-0.00009653,0.00086156,0.00359375,-0.01311475,0.02026432,-0.00130952
2025-12-24,-0.00229885,0.00185615,0.00000000,0.00451195,0.02089783,0.00403361,0.04654493,-0.00131894
2025-12-26,0.00292553,0.00591398,0.01151170,0.00782828,-0.02514793,0.00182119,0.00000000,0.00018116
2025-12-29,-0.01829376,0.00000000,-0.03937824,0.00215919,0.00818089,-0.00422845,0.00481928,0.00000000
2025-12-30,0.00291439,-0.00166289,0.02762763,0.00030718,-0.00895522,0.00222222,-0.01892430,0.00000000
2025-12-31,-0.00396396,0.00083523,-0.00892754,0.00166369,0.00000000,0.00484848,0.01632160,0.00199531
2026-01-02,-0.00582878,-0.00166667,0.00839202,-0.00366644,-0.01838906,0.01615008,-0.01518219,0.01258741
2026-01-05,0.00819367,0.01925419,0.04179620,0.00000000,0.00974843,-0.01718750,-0.00584978,0.03367347
2026-01-06,0.00291439,0.00202899,0.01791939,0.00000000,0.02932099,-0.00533981,0.00080702,-0.02360656
2026-01-07,0.00579710,-0.01529284,0.04379659,0.00000000,-0.05427729,0.00569239,-0.00500700,0.00230079
2026-01-08,0.04431004,0.00575221,-0.03343419,0.00000000,-0.00996835,0.00294748,0.00222222,-0.02063758
2026-01-09,0.08978903,-0.00468864,0.08598425,0.00000000,0.00517799,-0.01036683,-0.00071378,-0.00807382
2026-01-12,0.07621247,0.03059867,-0.00573066,0.00000000,0.00527157,0.02657952,0.00339771,0.00821596
2026-01-13,-0.09871245,0.04312115,-0.00451489,0.00000000,0.00802277,-0.01629520,0.00233088,0.00322953
2026-01-14,0.02095238,-0.01574803,0.00565217,0.00000000,0.01070336,0.00986343,0.00835073,0.00639731
2026-01-15,0.02614076,-0.00156667,-0.00557940,0.00000000,-0.02994012,0.00351271,-0.00261168,-0.00377778
2026-01-16,-0.01129880,0.07692051,0.01067633,0.00000000,0.02160297,-0.00349702,0.00990991,0.00637584
2026-01-19,-0.01342487,0.07718978,-0.01060820,0.00000000,-0.01707692,-0.02927255,-0.02403455,-0.00996678
2026-01-20,0.01752739,0.02325581,0.03506744,0.00000000,0.00812236,0.07619048,0.00494155,0.00000000
2026-01-21,-0.01725404,0.03024892,0.01931818,0.00000000,-0.01305470,0.07443503,-0.00421053,-0.00606061
2026-01-22,0.04035285,0.01744548,-0.01176471,0.00000000,0.00747863,0.00378788,0.01821454,0.00728100
2026-01-23,-0.01336176,0.03425076,0.02480000,0.00000000,0.05763052,0.00647312,0.02283951,0.06184063
2026-01-26,0.00809834,-0.01504425,0.02048656,0.00000000,-0.03166667,0.03405797,0.01507937,0.06298569
2026-01-27,0.02343305,0.03783784,0.02583026,0.00000000,0.02298851,0.00367647,0.02578125,0.00221281
2026-01-28,0.05995851,0.02987288,-0.04054581,0.00000000,0.02710623,0.09230769,0.01443396,0.00220657
2026-01-29,-0.03947028,-0.04172336,-0.02052719,0.00000000,-0.04535088,0.10000000,-0.04214595,0.00000000
2026-01-30,-0.02285714,0.07073053,0.00055556,0.00000000,-0.01215084,0.01010101,-0.00457516,-0.00674157
2026-02-02,-0.01108742,-0.03031704,0.01720017,0.00000000,0.00611270,-0.00050000,-0.00530152,-0.02447917
2026-02-03,0.00902935,0.05114155,0.05320197,0.00000000,0.01699346,0.04804805,0.00909091,0.02287390
2026-02-04,0.01902748,0.00610390,0.02015677,0.00000000,0.07313567,0.01826484,0.01056106,0.00236769
2026-02-05,-0.02438701,-0.05412371,-0.02235638,0.00000000,-0.04411765,-0.04845815,-0.01741155,-0.01416667
2026-02-06,-0.04555556,-0.04302326,0.00704331,0.00000000,-0.01196581,-0.00894309,-0.00083333,-0.03163842
2026-02-09,0.01871678,0.01047794,0.01978936,0.00000000,0.05703463,0.01820833,0.01054913,0.03918129
2026-02-10,0.02410148,0.03798561,0.02904308,0.09466939,0.01021635,0.00989346,0.00378788,0.00642077
2026-02-11,-0.02912590,-0.00358905,0.01123596,0.00727043,0.02850356,-0.01354167,0.00000000,0.00361337
2026-02-23,0.07137534,0.03626920,-0.03096903,0.00388420,-0.00774487,0.03548387,0.00438596,-0.02156334
2026-02-24,0.08484288,0.06658446,0.00919418,0.01566616,0.04448276,0.03151261,0.02346939,0.01058496
2026-02-25,0.04117647,0.02382287,0.02630290,0.02344020,0.02857143,0.00000000,0.01645907,0.01068493
2026-02-26,0.04223602,0.04263904,0.01380000,0.00599402,0.00550964,-0.00592885,-0.03697285,0.02005348
2026-03-02,-0.01506410,-0.00088266,-0.05206908,-0.00462874,-0.01926230,0.03000000,-0.00474006,-0.01966581
2026-03-03,-0.01189040,-0.02931393,-0.00408377,-0.01226982,-0.01512605,0.03636364,-0.00123457,-0.02684211
2026-03-04,-0.03655419,-0.03642909,-0.01878083,-0.05515152,-0.02054598,-0.04129944,-0.02942999,-0.02006428
2026-03-05,0.00249148,0.00890288,0.00989871,0.02004162,0.02763508,-0.01521283,0.00460839,0.00786095
2026-03-06,-0.00066667,-0.01200000,0.03647469,0.00957267,-0.00112755,0.05769231,-0.00046113,-0.00150235
2026-03-09,-0.01317700,-0.01990741,-0.03428571,-0.05623526,-0.02874294,-0.10000000,-0.03802910,-0.00000000
2026-03-10,0.00125465,0.01012211,0.06916416,0.01263615,0.03180077,0.05291667,0.00000000,0.00510511
2026-03-11,0.00909926,0.00908019,0.04851598,0.02624998,0.01763158,0.03181818,0.00268558,0.00000000
2026-03-12,0.00585284,0.01101574,0.06194915,0.00329179,0.04795918,-0.06902465,-0.00491300,0.00113314
2026-03-13,0.00636215,0.02527778,-0.00604265,0.00231480,0.03163462,0.00625000,0.00000000,-0.00606909
2026-03-16,-0.00910543,0.04035433,-0.01193317,0.00168071,-0.03475046,0.00370370,0.00423786,-0.00000000
2026-03-17,-0.00988468,-0.00546448,0.03982684,0.00315737,0.03188266,-0.03666667,0.00152419,0.00000000
2026-03-18,0.04775696,0.04883364,0.05438066,0.01696968,0.00000000,0.00888889,0.00257426,0.00000000
2026-03-19,0.07111111,0.00135057,-0.00092336,0.00528460,0.04222222,0.02083333,0.05655995,-0.00337187
2026-03-20,-0.02961918,-0.02013769,0.07822469,-0.00080800,-0.02168397,0.02813853,-0.04880137,0.00059524
2026-03-23,-0.05479651,-0.03640193,-0.00378310,-0.02749763,-0.00382562,-0.04227642,-0.02214200,-0.00220588
2026-03-24,-0.00224206,-0.00944389,0.02723790,-0.01250614,-0.02049791,-0.01013514,0.00271840,-0.00000000
2026-03-25,0.05933014,0.01000000,0.01798942,0.02077296,0.03476102,0.01000000,0.03844732,0.00000000
2026-03-26,0.01490082,-0.00158103,-0.03068047,0.00131766,0.02108963,0.03571429,0.03287356,-0.00000000
2026-03-27,0.05801953,0.00079681,-0.01035400,-0.00235819,-0.00930956,0.01508876,0.02420242,-0.00000000
2026-03-30,0.01612200,-0.00426980,-0.01073910,-0.01005877,-0.01807703,-0.00535368,-0.02507987,-0.00000000
2026-03-31,-0.09737516,-0.01075650,-0.01197068,-0.02885497,-0.02712448,-0.05986842,-0.02877907,-0.00000000
2026-04-01,0.04652679,0.00000000,0.00171329,0.03457821,0.05041667,0.04961640,0.02728471,-0.00000000
2026-04-02,-0.00115095,0.00832480,-0.01252858,-0.01561796,-0.01398601,0.03294798,-0.00214018,0.00000000
2026-04-07,0.07042332,0.04949422,0.02154618,0.01296572,0.02169360,0.09082192,0.07695921,0.00000000
2026-04-08,0.06891892,0.08605201,0.01333333,0.02346514,0.05927210,0.01483791,0.03074671,0.00000000
2026-04-09,-0.00772727,0.00806452,0.00868545,0.01454952,0.00788644,0.02761438,0.08441379,-0.00042194
2026-04-10,0.03853211,0.01941333,-0.00298103,0.02070413,0.03726708,0.07814727,0.00920117,0.00000000
2026-04-13,-0.01012931,-0.01473354,0.02912989,-0.00367483,-0.01851852,0.00183585,-0.00519802,0.00000000
2026-04-14,-0.00131004,-0.04014909,-0.00893692,0.02177595,0.03649123,-0.04895833,0.03191844,0.00000000
2026-04-15,-0.01378556,0.00938023,0.03746556,0.02447073,0.03791031,0.05578544,0.06000000,0.01492248
2026-04-16,0.05255692,0.01601942,0.05552491,0.02693417,0.00557743,0.02015839,0.00739958,0.02932961
2026-04-17,0.08404689,-0.00134367,0.04198065,0.00101718,-0.00547588,0.06624383,-0.01142361,0.01240106
2026-04-20,0.04916512,0.02358735,0.03724729,0.03505973,0.00789474,0.05000000,0.00183228,-0.01017316
2026-04-21,0.03589527,0.02045231,-0.00629921,0.01508853,0.02034632,0.01311189,0.00592982,0.05666667
2026-04-22,-0.02158293,0.00422535,0.00109659,0.02083338,0.01940928,0.01868257,0.00449983,0.09808612
2026-04-23,-0.02444444,0.00837989,0.00000000,-0.01224489,0.00516605,0.00332779,-0.01181912,-0.03485839
2026-04-24,-0.01508929,0.03690476,-0.04474992,0.02881288,0.06554878,-0.05739514,0.04333333,0.08607976
2026-04-27,-0.05479890,0.03101266,-0.03339960,0.00359714,0.04843575,-0.07943262,-0.02631579,0.00000000
2026-04-28,0.00189509,-0.00834327,0.03669102,-0.00231183,-0.07505285,-0.00666010,-0.00888889,0.06406571
2026-04-29,0.00150150,-0.02311111,0.00148002,-0.00151024,0.01064762,-0.01157685,0.00186335,-0.01427661
2026-04-30,0.00903054,0.08634288,0.00589102,0.01167990,0.01694820,0.01993865,0.01316239,0.00815534
2026-05-04,-0.00895522,0.03171008,0.01112181,0.03182457,0.02464246,0.02320076,0.03630363,0.07803321
2026-05-05,0.02859415,-0.00878156,-0.02210280,-0.00487682,-0.00350508,0.01020036,0.06606607,0.04965157
2026-05-06,-0.04624625,-0.03903654,0.00273496,-0.00461642,0.02325581,-0.02652457,0.07786885,0.04358162
2026-05-07,0.00000000,0.03838384,-0.01465943,0.00891925,0.00171717,0.00091023,0.09885932,-0.00291545
2026-05-08,-0.00725000,-0.06238839,-0.00855308,-0.01132522,-0.02540323,-0.00726817,-0.02595156,0.03070175
2026-05-11,0.00226734,0.02891198,0.01433022,0.01843654,0.00912281,0.01832061,0.05377129,0.03443526
2026-05-12,-0.00621039,0.01165312,-0.00416254,0.00471537,0.00549828,0.02308153,-0.00171821,-0.02010309
2026-05-13,-0.00966797,0.01392381,-0.00276382,-0.01534865,0.00367347,-0.05160938,0.00000000,-0.02031532
2026-05-14,-0.00080727,-0.00883782,0.03703797,0.00273224,-0.00087897,0.01810700,0.00000000,-0.00515021
